Price,Close,High,Low,Open,Volume
Ticker,FUBO,FUBO,FUBO,FUBO,FUBO
Date,,,,,
2021-01-04,24.239999771118164,28.239999771118164,23.170000076293945,28.229999542236328,61923500
2021-01-05,27.329999923706055,30.770000457763672,26.770000457763672,27.709999084472656,75896300
2021-01-06,27.170000076293945,29.190000534057617,25.611000061035156,28.09000015258789,37259200
2021-01-07,28.3700008392334,30.1299991607666,27.219999313354492,28.360000610351562,26136800
2021-01-08,27.309999465942383,29.399999618530273,26.010000228881836,28.969999313354492,20750200
2021-01-11,27.190000534057617,28.940000534057617,26.070999145507812,26.1200008392334,13128100
2021-01-12,36.47999954223633,36.900001525878906,29.549999237060547,31.1200008392334,77881200
2021-01-13,35.79999923706055,40.400001525878906,34.5099983215332,38.290000915527344,53521100
2021-01-14,35.619998931884766,36.869998931884766,32.52000045776367,36.06999969482422,32913000
2021-01-15,32.130001068115234,36.20000076293945,31.700000762939453,35.099998474121094,23996500
2021-01-19,30.739999771118164,32.5,29.520000457763672,32.40999984741211,22078700
2021-01-20,30.149999618530273,32.4900016784668,30.059999465942383,31.56999969482422,18514400
2021-01-21,35.5,36.0,31.360000610351562,31.68000030517578,52462700
2021-01-22,37.720001220703125,38.099998474121094,33.279998779296875,34.20000076293945,33514400
2021-01-25,40.97999954223633,44.779998779296875,36.099998474121094,40.31999969482422,49556000
2021-01-26,43.91999816894531,44.25,38.630001068115234,41.93000030517578,27880700
2021-01-27,46.75,57.470001220703125,44.54999923706055,47.630001068115234,58664900
2021-01-28,39.849998474121094,49.880001068115234,39.849998474121094,49.81999969482422,33709000
2021-01-29,42.25,46.349998474121094,40.5,45.38999938964844,30110900
2021-02-01,52.400001525878906,52.400001525878906,44.29999923706055,47.41999816894531,44140500
2021-02-02,48.459999084472656,51.310001373291016,47.119998931884766,50.849998474121094,20959400
2021-02-03,49.099998474121094,50.5,47.5,49.0099983215332,11207500
2021-02-04,51.04999923706055,54.2400016784668,49.970001220703125,50.79999923706055,18595800
2021-02-05,48.779998779296875,51.499000549316406,48.33000183105469,51.20000076293945,10585500
2021-02-08,46.31999969482422,47.790000915527344,45.29999923706055,47.36000061035156,13589300
2021-02-09,46.75,48.779998779296875,44.5099983215332,46.0,13359800
2021-02-10,45.849998474121094,49.5,43.5,47.83000183105469,13050200
2021-02-11,43.88999938964844,46.20000076293945,42.79999923706055,45.31999969482422,8813200
2021-02-12,46.65999984741211,47.0,42.854000091552734,43.16999816894531,10922300
2021-02-16,43.279998779296875,47.279998779296875,42.358001708984375,46.470001220703125,13061000
2021-02-17,45.959999084472656,46.29999923706055,43.0,44.7599983215332,12287600
2021-02-18,42.22999954223633,45.459999084472656,41.694000244140625,44.4900016784668,11417300
2021-02-19,42.95000076293945,44.63999938964844,42.20000076293945,43.130001068115234,10209300
2021-02-22,40.81999969482422,42.849998474121094,40.380001068115234,41.939998626708984,11497000
2021-02-23,38.93000030517578,39.63999938964844,33.0,35.95000076293945,18396200
2021-02-24,39.40999984741211,39.79999923706055,36.209999084472656,39.2400016784668,9760600
2021-02-25,34.90999984741211,40.79999923706055,33.9900016784668,38.849998474121094,12202900
2021-02-26,35.29999923706055,36.65999984741211,33.301998138427734,35.209999084472656,9902200
2021-03-01,38.779998779296875,38.779998779296875,36.2599983215332,37.25,7665300
2021-03-02,41.88999938964844,43.279998779296875,39.33000183105469,43.209999084472656,26124800
2021-03-03,34.13999938964844,37.72999954223633,34.0,37.70000076293945,28315500
2021-03-04,32.11000061035156,35.5,27.399999618530273,34.09000015258789,30394400
2021-03-05,29.959999084472656,31.959999084472656,26.1299991607666,31.209999084472656,19312100
2021-03-08,27.309999465942383,31.170000076293945,26.799999237060547,29.739999771118164,11769900
2021-03-09,28.90999984741211,29.739999771118164,28.014999389648438,28.65999984741211,10543400
2021-03-10,30.049999237060547,32.0,29.649999618530273,30.40999984741211,11625500
2021-03-11,33.650001525878906,34.13999938964844,30.510000228881836,31.34000015258789,11110800
2021-03-12,32.310001373291016,33.2400016784668,30.709999084472656,31.43000030517578,7226200
2021-03-15,33.43000030517578,34.349998474121094,31.562000274658203,32.08000183105469,9719700
2021-03-16,31.959999084472656,34.720001220703125,31.389999389648438,34.709999084472656,8130500
2021-03-17,32.04999923706055,32.46099853515625,29.399999618530273,30.170000076293945,8511600
2021-03-18,30.209999084472656,31.85300064086914,29.799999237060547,30.760000228881836,5308700
2021-03-19,31.420000076293945,32.27000045776367,28.809999465942383,29.899999618530273,9792000
2021-03-22,31.530000686645508,32.13999938964844,30.594999313354492,31.68000030517578,4646300
2021-03-23,30.09000015258789,31.469999313354492,29.131999969482422,31.399999618530273,7454300
2021-03-24,26.850000381469727,30.579999923706055,26.75,29.549999237060547,7031500
2021-03-25,25.889999389648438,27.049999237060547,25.1200008392334,25.84000015258789,9651700
2021-03-26,21.8799991607666,26.670000076293945,20.690000534057617,26.0,31745100
2021-03-29,21.059999465942383,22.472000122070312,20.700000762939453,22.010000228881836,20016800
2021-03-30,21.75,22.780000686645508,20.3799991607666,21.0,18815100
2021-03-31,22.1200008392334,22.81999969482422,21.243999481201172,22.65999984741211,15666100
2021-04-01,22.440000534057617,24.010000228881836,22.219999313354492,23.729999542236328,18646000
2021-04-05,21.489999771118164,23.0,21.170000076293945,22.8700008392334,15572200
2021-04-06,22.3700008392334,23.190000534057617,20.899999618530273,21.489999771118164,19904000
2021-04-07,20.739999771118164,22.780000686645508,20.610000610351562,21.940000534057617,16087400
2021-04-08,20.700000762939453,21.260000228881836,20.260000228881836,20.770000457763672,12968400
2021-04-09,23.309999465942383,25.350000381469727,21.3799991607666,22.15999984741211,105285000
2021-04-12,21.350000381469727,23.280000686645508,20.850000381469727,22.639999389648438,24337900
2021-04-13,21.239999771118164,21.84000015258789,20.75,21.190000534057617,12211900
2021-04-14,20.969999313354492,22.18000030517578,20.8700008392334,21.31999969482422,13593400
2021-04-15,19.290000915527344,21.25,19.200000762939453,21.079999923706055,18719000
2021-04-16,18.860000610351562,19.6299991607666,18.329999923706055,18.760000228881836,12680200
2021-04-19,19.43000030517578,19.469999313354492,17.40999984741211,18.450000762939453,16717300
2021-04-20,18.579999923706055,19.64900016784668,17.75,19.229999542236328,11251500
2021-04-21,19.709999084472656,19.790000915527344,17.59000015258789,18.200000762939453,12784200
2021-04-22,20.3799991607666,21.530000686645508,19.649999618530273,20.0,19830500
2021-04-23,20.65999984741211,21.139999389648438,20.25,20.399999618530273,8140300
2021-04-26,21.790000915527344,22.309999465942383,20.829999923706055,21.0,9875000
2021-04-27,22.110000610351562,22.6299991607666,21.15999984741211,22.1200008392334,8819700
2021-04-28,21.780000686645508,22.43000030517578,21.280000686645508,21.969999313354492,5685200
2021-04-29,20.65999984741211,22.200000762939453,20.231000900268555,22.030000686645508,11207200
2021-04-30,20.15999984741211,20.93000030517578,19.93000030517578,20.34000015258789,6062800
2021-05-03,19.760000228881836,20.389999389648438,19.510000228881836,20.18000030517578,10233100
2021-05-04,18.8799991607666,19.600000381469727,18.200000762939453,19.5,9264700
2021-05-05,18.0,19.149999618530273,17.920000076293945,18.81999969482422,7540300
2021-05-06,17.06999969482422,17.889999389648438,16.56999969482422,17.690000534057617,10445100
2021-05-07,17.239999771118164,18.549999237060547,17.229999542236328,17.440000534057617,8075300
2021-05-10,16.350000381469727,17.170000076293945,16.280000686645508,17.170000076293945,8443500
2021-05-11,17.670000076293945,17.75,14.640000343322754,14.829999923706055,32166400
2021-05-12,19.3799991607666,21.3799991607666,18.850000381469727,21.18000030517578,57150200
2021-05-13,18.270000457763672,19.3799991607666,17.610000610351562,18.850000381469727,21103600
2021-05-14,20.530000686645508,20.889999389648438,18.530000686645508,18.690000534057617,20218800
2021-05-17,20.399999618530273,22.0,19.719999313354492,20.290000915527344,13375400
2021-05-18,21.420000076293945,22.280000686645508,20.510000228881836,21.0,13927100
2021-05-19,20.56999969482422,21.389999389648438,20.0,20.399999618530273,12256800
2021-05-20,20.559999465942383,21.290000915527344,20.149999618530273,20.84000015258789,8037600
2021-05-21,20.290000915527344,21.100000381469727,20.229999542236328,20.56999969482422,7315500
2021-05-24,21.440000534057617,21.850000381469727,20.052000045776367,20.3700008392334,11029700
2021-05-25,21.0,22.40999984741211,20.6200008392334,21.6200008392334,11051300
2021-05-26,23.719999313354492,24.690000534057617,21.190000534057617,21.239999771118164,25873100
2021-05-27,25.610000610351562,25.610000610351562,23.110000610351562,23.899999618530273,20651200
2021-05-28,23.739999771118164,26.489999771118164,23.739999771118164,25.56999969482422,16583100
2021-06-01,24.299999237060547,24.75,23.610000610351562,24.0,9621000
2021-06-02,28.520000457763672,28.65999984741211,24.104999542236328,24.239999771118164,25386300
2021-06-03,27.3799991607666,28.18000030517578,26.299999237060547,27.889999389648438,12677200
2021-06-04,26.969999313354492,28.649999618530273,26.760000228881836,27.389999389648438,9022500
