Price,Close,High,Low,Open,Volume
Ticker,CELH,CELH,CELH,CELH,CELH
Date,,,,,
2018-01-02,1.6766669750213623,1.773332953453064,1.6766669750213623,1.773332953453064,97800
2018-01-03,1.7000000476837158,1.7366670370101929,1.6766669750213623,1.6766669750213623,123600
2018-01-04,1.6733330488204956,1.7200000286102295,1.6433329582214355,1.6866669654846191,97200
2018-01-05,1.6733330488204956,1.696666955947876,1.649999976158142,1.6933330297470093,39900
2018-01-08,1.6633330583572388,1.690000057220459,1.6333329677581787,1.6866669654846191,123600
2018-01-09,1.786666989326477,1.7933330535888672,1.6333329677581787,1.6733330488204956,238800
2018-01-10,1.786666989326477,1.7933330535888672,1.7400000095367432,1.7766669988632202,103800
2018-01-11,1.7833329439163208,1.7966669797897339,1.7066669464111328,1.786666989326477,60000
2018-01-12,1.7833329439163208,1.7999999523162842,1.7333329916000366,1.7699999809265137,135000
2018-01-16,1.8166669607162476,1.8166669607162476,1.7666670083999634,1.7666670083999634,107400
2018-01-17,1.8233330249786377,1.9133330583572388,1.7533329725265503,1.7533329725265503,219900
2018-01-18,1.9166669845581055,1.9800000190734863,1.8233330249786377,1.8233330249786377,218100
2018-01-19,1.9600000381469727,1.9833329916000366,1.9133330583572388,1.9166669845581055,174600
2018-01-22,1.9733330011367798,1.9833329916000366,1.9333330392837524,1.9833329916000366,112200
2018-01-23,1.946666955947876,1.9966670274734497,1.9433330297470093,1.9733330011367798,179400
2018-01-24,1.976667046546936,2.016666889190674,1.9566669464111328,1.963333010673523,145200
2018-01-25,1.9433330297470093,1.9900000095367432,1.9299999475479126,1.9900000095367432,110700
2018-01-26,1.9600000381469727,1.976667046546936,1.9299999475479126,1.9299999475479126,108900
2018-01-29,1.863332986831665,1.9833329916000366,1.863332986831665,1.9700000286102295,128400
2018-01-30,1.8666670322418213,1.9933329820632935,1.8233330249786377,1.8533329963684082,97200
2018-01-31,1.8799999952316284,1.9266669750213623,1.8666670322418213,1.9033329486846924,70500
2018-02-01,1.9166669845581055,2.0,1.840000033378601,1.899999976158142,169500
2018-02-02,1.8966670036315918,1.909999966621399,1.8600000143051147,1.909999966621399,43500
2018-02-05,1.9366669654846191,1.9666670560836792,1.8766670227050781,1.8899999856948853,201300
2018-02-06,1.8899999856948853,1.9500000476837158,1.7999999523162842,1.9500000476837158,333300
2018-02-07,1.8333330154418945,2.016666889190674,1.8200000524520874,1.8899999856948853,699000
2018-02-08,1.8166669607162476,2.0,1.803333044052124,1.8333330154418945,344400
2018-02-09,1.6699999570846558,1.8733329772949219,1.536666989326477,1.8466670513153076,348900
2018-02-12,1.6633330583572388,1.773332953453064,1.6333329677581787,1.6833330392837524,219000
2018-02-13,1.6933330297470093,1.7100000381469727,1.6633330583572388,1.6866669654846191,42900
2018-02-14,1.6933330297470093,1.713333010673523,1.6666669845581055,1.7000000476837158,130800
2018-02-15,1.8799999952316284,1.8799999952316284,1.6833330392837524,1.6833330392837524,182400
2018-02-16,1.8300000429153442,1.8666670322418213,1.7200000286102295,1.8666670322418213,207600
2018-02-20,1.803333044052124,1.899999976158142,1.7666670083999634,1.8166669607162476,102300
2018-02-21,1.7899999618530273,1.8966670036315918,1.7033330202102661,1.8166669607162476,136200
2018-02-22,1.8233330249786377,1.8300000429153442,1.7300000190734863,1.7666670083999634,67200
2018-02-23,1.7966669797897339,1.803333044052124,1.726667046546936,1.726667046546936,61500
2018-02-26,1.7799999713897705,1.8333330154418945,1.75,1.8066669702529907,89700
2018-02-27,1.8600000143051147,1.8966670036315918,1.7433329820632935,1.7966669797897339,105600
2018-02-28,1.7799999713897705,1.8833329677581787,1.7766669988632202,1.8666670322418213,57000
2018-03-01,1.803333044052124,1.840000033378601,1.7566670179367065,1.7633329629898071,131400
2018-03-02,1.8333330154418945,1.840000033378601,1.7699999809265137,1.7966669797897339,44700
2018-03-05,1.7400000095367432,1.8133330345153809,1.7166670560836792,1.809999942779541,203100
2018-03-06,1.7599999904632568,1.7833329439163208,1.7333329916000366,1.7433329820632935,135000
2018-03-07,1.7833329439163208,1.803333044052124,1.7366670370101929,1.7766669988632202,157200
2018-03-08,1.809999942779541,1.8200000524520874,1.7333329916000366,1.7699999809265137,165600
2018-03-09,1.7200000286102295,1.8333330154418945,1.6200000047683716,1.8333330154418945,571200
2018-03-12,1.6933330297470093,1.75,1.600000023841858,1.6833330392837524,179100
2018-03-13,1.6833330392837524,1.7033330202102661,1.6399999856948853,1.6699999570846558,108000
2018-03-14,1.7333329916000366,1.7333329916000366,1.6666669845581055,1.6833330392837524,277200
2018-03-15,1.7166670560836792,1.7333329916000366,1.6733330488204956,1.7066669464111328,209400
2018-03-16,1.7100000381469727,1.7200000286102295,1.6799999475479126,1.713333010673523,264900
2018-03-19,1.6933330297470093,1.7233330011367798,1.6933330297470093,1.7233330011367798,182100
2018-03-20,1.6866669654846191,1.7100000381469727,1.6566669940948486,1.7000000476837158,135000
2018-03-21,1.6666669845581055,1.6866669654846191,1.649999976158142,1.6766669750213623,35400
2018-03-22,1.6466670036315918,1.6699999570846558,1.6333329677581787,1.6566669940948486,71100
2018-03-23,1.600000023841858,1.6466670036315918,1.5833330154418945,1.6433329582214355,135900
2018-03-26,1.4166669845581055,1.6100000143051147,1.4166669845581055,1.6100000143051147,229800
2018-03-27,1.4333330392837524,1.4833329916000366,1.4299999475479126,1.440000057220459,264000
2018-03-28,1.350000023841858,1.4333330392837524,1.3200000524520874,1.4299999475479126,366000
2018-03-29,1.4500000476837158,1.4933329820632935,1.3300000429153442,1.3333330154418945,239100
2018-04-02,1.4933329820632935,1.559999942779541,1.4733330011367798,1.5,200400
2018-04-03,1.4700000286102295,1.5066670179367065,1.4700000286102295,1.5,137100
2018-04-04,1.5,1.5299999713897705,1.4366669654846191,1.4700000286102295,234000
2018-04-05,1.5466669797897339,1.5833330154418945,1.4966670274734497,1.5066670179367065,63300
2018-04-06,1.559999942779541,1.7200000286102295,1.5133329629898071,1.5266669988632202,478500
2018-04-09,1.4600000381469727,1.5433330535888672,1.4433330297470093,1.5433330535888672,93000
2018-04-10,1.559999942779541,1.5833330154418945,1.440000057220459,1.440000057220459,174000
2018-04-11,1.863332986831665,1.8700000047683716,1.613332986831665,1.6633330583572388,1769100
2018-04-12,1.8300000429153442,1.8666670322418213,1.8300000429153442,1.863332986831665,330000
2018-04-13,1.8366669416427612,1.8600000143051147,1.8300000429153442,1.840000033378601,93300
2018-04-16,1.8466670513153076,1.863332986831665,1.8300000429153442,1.8433330059051514,39000
2018-04-17,1.850000023841858,1.8600000143051147,1.8466670513153076,1.8566670417785645,192600
2018-04-18,1.8433330059051514,1.8733329772949219,1.8433330059051514,1.8600000143051147,249300
2018-04-19,1.8433330059051514,1.8600000143051147,1.8366669416427612,1.8466670513153076,151500
2018-04-20,1.8600000143051147,1.8766670227050781,1.8433330059051514,1.8433330059051514,188400
2018-04-23,1.786666989326477,1.8466670513153076,1.7799999713897705,1.8466670513153076,74100
2018-04-24,1.7766669988632202,1.7966669797897339,1.7766669988632202,1.7966669797897339,211800
2018-04-25,1.7699999809265137,1.7899999618530273,1.7699999809265137,1.7899999618530273,193200
2018-04-26,1.7633329629898071,1.7833329439163208,1.7633329629898071,1.7699999809265137,177300
2018-04-27,1.7699999809265137,1.7833329439163208,1.7633329629898071,1.7766669988632202,72000
2018-04-30,1.7633329629898071,1.786666989326477,1.7633329629898071,1.7699999809265137,91500
2018-05-01,1.7666670083999634,1.7666670083999634,1.7566670179367065,1.7633329629898071,78300
2018-05-02,1.7933330535888672,1.8066669702529907,1.7566670179367065,1.7599999904632568,81300
2018-05-03,1.75,1.7966669797897339,1.75,1.7833329439163208,248700
2018-05-04,1.7566670179367065,1.7699999809265137,1.75,1.7633329629898071,158700
2018-05-07,1.690000057220459,1.7533329725265503,1.6733330488204956,1.7533329725265503,119100
2018-05-08,1.6666669845581055,1.6799999475479126,1.6566669940948486,1.6799999475479126,209400
2018-05-09,1.6566669940948486,1.6833330392837524,1.6166670322418213,1.6766669750213623,214200
2018-05-10,1.7066669464111328,1.7066669464111328,1.613332986831665,1.6266670227050781,203400
2018-05-11,1.6633330583572388,1.8333330154418945,1.6066670417785645,1.8333330154418945,179400
2018-05-14,1.600000023841858,1.659999966621399,1.5466669797897339,1.6566669940948486,345600
2018-05-15,1.5666669607162476,1.6166670322418213,1.5566669702529907,1.6166670322418213,136500
2018-05-16,1.4866670370101929,1.5666669607162476,1.463333010673523,1.5666669607162476,230400
2018-05-17,1.4866670370101929,1.5333329439163208,1.4233330488204956,1.5133329629898071,268800
2018-05-18,1.4533330202102661,1.5133329629898071,1.4366669654846191,1.4900000095367432,122700
2018-05-21,1.3966670036315918,1.463333010673523,1.309999942779541,1.463333010673523,421200
2018-05-22,1.3533329963684082,1.3933329582214355,1.3466670513153076,1.3733329772949219,177900
2018-05-23,1.3533329963684082,1.3833329677581787,1.3533329963684082,1.3700000047683716,271500
2018-05-24,1.363332986831665,1.3766670227050781,1.3333330154418945,1.3666670322418213,133500
2018-05-25,1.340000033378601,1.4166669845581055,1.2999999523162842,1.3533329963684082,431100
2018-05-29,1.3799999952316284,1.409999966621399,1.3333330154418945,1.3333330154418945,222900
2018-05-30,1.5166670083999634,1.5933330059051514,1.386667013168335,1.386667013168335,357000
2018-05-31,1.536666989326477,1.6166670322418213,1.5033329725265503,1.5133329629898071,281400
2018-06-01,1.5666669607162476,1.5700000524520874,1.5033329725265503,1.5399999618530273,340800
2018-06-04,1.649999976158142,1.6666669845581055,1.5333329439163208,1.5666669607162476,1328100
2018-06-05,1.6399999856948853,1.6666669845581055,1.5499999523162842,1.6666669845581055,364500
2018-06-06,1.6299999952316284,1.6566669940948486,1.5700000524520874,1.6399999856948853,169500
2018-06-07,1.649999976158142,1.649999976158142,1.6033329963684082,1.6433329582214355,212400
2018-06-08,1.6200000047683716,1.6466670036315918,1.5666669607162476,1.5700000524520874,509400
2018-06-11,1.6433329582214355,1.6466670036315918,1.6100000143051147,1.6299999952316284,192000
2018-06-12,1.6466670036315918,1.690000057220459,1.5933330059051514,1.6433329582214355,511200
2018-06-13,1.6166670322418213,1.6799999475479126,1.6033329963684082,1.6333329677581787,349800
2018-06-14,1.6200000047683716,1.6666669845581055,1.6066670417785645,1.6066670417785645,239100
2018-06-15,1.6299999952316284,1.659999966621399,1.600000023841858,1.6299999952316284,289200
2018-06-18,1.5966670513153076,1.6633330583572388,1.5966670513153076,1.6399999856948853,306300
2018-06-19,1.5800000429153442,1.636667013168335,1.5733330249786377,1.5866669416427612,252900
2018-06-20,1.5800000429153442,1.6100000143051147,1.5566669702529907,1.5700000524520874,169500
2018-06-21,1.6166670322418213,1.6633330583572388,1.5299999713897705,1.5299999713897705,385800
2018-06-22,1.6466670036315918,1.659999966621399,1.5633330345153809,1.6266670227050781,7216500
2018-06-25,1.6066670417785645,1.6200000047683716,1.476667046546936,1.5733330249786377,730200
2018-06-26,1.6266670227050781,1.6633330583572388,1.5433330535888672,1.6166670322418213,505800
2018-06-27,1.5933330059051514,1.6333329677581787,1.5800000429153442,1.6333329677581787,731700
2018-06-28,1.5933330059051514,1.600000023841858,1.5,1.5766669511795044,292200
2018-06-29,1.5333329439163208,1.600000023841858,1.5266669988632202,1.5833330154418945,280500
2018-07-02,1.5433330535888672,1.5499999523162842,1.5099999904632568,1.5333329439163208,131700
2018-07-03,1.5800000429153442,1.5833330154418945,1.5199999809265137,1.5433330535888672,135600
2018-07-05,1.5966670513153076,1.6166670322418213,1.553333044052124,1.5833330154418945,430500
2018-07-06,1.5833330154418945,1.6166670322418213,1.5566669702529907,1.5866669416427612,115200
2018-07-09,1.5866669416427612,1.600000023841858,1.5666669607162476,1.5966670513153076,264300
2018-07-10,1.5633330345153809,1.5933330059051514,1.559999942779541,1.5833330154418945,194100
2018-07-11,1.5033329725265503,1.559999942779541,1.463333010673523,1.559999942779541,160200
2018-07-12,1.5700000524520874,1.5833330154418945,1.4866670370101929,1.4866670370101929,266700
2018-07-13,1.523332953453064,1.5633330345153809,1.5166670083999634,1.559999942779541,89100
2018-07-16,1.4966670274734497,1.5333329439163208,1.4833329916000366,1.5333329439163208,120900
2018-07-17,1.5466669797897339,1.5633330345153809,1.4866670370101929,1.5099999904632568,219600
2018-07-18,1.536666989326477,1.5466669797897339,1.5133329629898071,1.5399999618530273,87600
2018-07-19,1.553333044052124,1.5866669416427612,1.4966670274734497,1.5299999713897705,178200
2018-07-20,1.536666989326477,1.5733330249786377,1.536666989326477,1.553333044052124,56700
2018-07-23,1.536666989326477,1.5666669607162476,1.5266669988632202,1.5266669988632202,159900
2018-07-24,1.5066670179367065,1.5933330059051514,1.5066670179367065,1.5933330059051514,210600
2018-07-25,1.600000023841858,1.6100000143051147,1.5,1.5,300900
2018-07-26,1.5,1.613332986831665,1.4666670560836792,1.5866669416427612,476100
2018-07-27,1.399999976158142,1.4900000095367432,1.3899999856948853,1.4800000190734863,427200
2018-07-30,1.4199999570846558,1.4500000476837158,1.3533329963684082,1.3966670036315918,171600
2018-07-31,1.4233330488204956,1.4333330392837524,1.386667013168335,1.3899999856948853,97200
2018-08-01,1.3966670036315918,1.4299999475479126,1.3966670036315918,1.4233330488204956,216600
2018-08-02,1.3666670322418213,1.399999976158142,1.363332986831665,1.399999976158142,102300
2018-08-03,1.363332986831665,1.3833329677581787,1.3600000143051147,1.3600000143051147,65100
2018-08-06,1.3666670322418213,1.4066669940948486,1.3466670513153076,1.3833329677581787,74700
2018-08-07,1.4166669845581055,1.4199999570846558,1.3600000143051147,1.363332986831665,221400
2018-08-08,1.440000057220459,1.4500000476837158,1.4166669845581055,1.4199999570846558,56100
2018-08-09,1.4966670274734497,1.5666669607162476,1.4366669654846191,1.4366669654846191,920100
2018-08-10,1.4133330583572388,1.4500000476837158,1.0166670083999634,1.25,1385100
2018-08-13,1.4533330202102661,1.4566669464111328,1.386667013168335,1.386667013168335,158400
2018-08-14,1.463333010673523,1.4666670560836792,1.3899999856948853,1.4666670560836792,131400
2018-08-15,1.4533330202102661,1.4800000190734863,1.4333330392837524,1.463333010673523,147300
2018-08-16,1.5099999904632568,1.5166670083999634,1.4333330392837524,1.4533330202102661,197700
2018-08-17,1.5299999713897705,1.536666989326477,1.4966670274734497,1.5,105900
2018-08-20,1.5333329439163208,1.5633330345153809,1.5066670179367065,1.5433330535888672,232500
2018-08-21,1.5,1.5433330535888672,1.5,1.5433330535888672,85800
2018-08-22,1.4666670560836792,1.5099999904632568,1.4333330392837524,1.4900000095367432,112800
2018-08-23,1.476667046546936,1.4966670274734497,1.4366669654846191,1.476667046546936,84600
2018-08-24,1.4566669464111328,1.4800000190734863,1.4366669654846191,1.4800000190734863,54900
2018-08-27,1.4233330488204956,1.4900000095367432,1.4199999570846558,1.4566669464111328,105300
2018-08-28,1.399999976158142,1.4366669654846191,1.3366669416427612,1.4366669654846191,247800
2018-08-29,1.3933329582214355,1.409999966621399,1.3600000143051147,1.409999966621399,168900
2018-08-30,1.3766670227050781,1.4166669845581055,1.3533329963684082,1.4166669845581055,133500
2018-08-31,1.523332953453064,1.5466669797897339,1.3366669416427612,1.3366669416427612,375600
2018-09-04,1.4700000286102295,1.5166670083999634,1.4500000476837158,1.5099999904632568,108000
2018-09-05,1.463333010673523,1.4733330011367798,1.4333330392837524,1.4600000381469727,88500
2018-09-06,1.4333330392837524,1.5199999809265137,1.4333330392837524,1.4566669464111328,77400
2018-09-07,1.4733330011367798,1.5066670179367065,1.4199999570846558,1.4199999570846558,129600
2018-09-10,1.5333329439163208,1.5333329439163208,1.4700000286102295,1.4933329820632935,122700
2018-09-11,1.553333044052124,1.5800000429153442,1.5199999809265137,1.5399999618530273,188100
2018-09-12,1.5499999523162842,1.5666669607162476,1.5299999713897705,1.559999942779541,114000
2018-09-13,1.5433330535888672,1.5499999523162842,1.523332953453064,1.5499999523162842,321000
2018-09-14,1.523332953453064,1.5433330535888672,1.523332953453064,1.5333329439163208,70200
2018-09-17,1.4566669464111328,1.5166670083999634,1.4366669654846191,1.4933329820632935,113400
2018-09-18,1.4266669750213623,1.4966670274734497,1.4266669750213623,1.4966670274734497,88200
2018-09-19,1.409999966621399,1.4333330392837524,1.3933329582214355,1.4266669750213623,158700
2018-09-20,1.4500000476837158,1.4833329916000366,1.4233330488204956,1.4333330392837524,172800
2018-09-21,1.386667013168335,1.4733330011367798,1.3266669511795044,1.4433330297470093,611700
2018-09-24,1.3600000143051147,1.4133330583572388,1.3466670513153076,1.4133330583572388,201900
2018-09-25,1.3600000143051147,1.3799999952316284,1.3566670417785645,1.3566670417785645,126900
2018-09-26,1.3766670227050781,1.3899999856948853,1.3666670322418213,1.3700000047683716,39000
2018-09-27,1.409999966621399,1.4166669845581055,1.3600000143051147,1.3700000047683716,118500
2018-09-28,1.3433330059051514,1.4166669845581055,1.3300000429153442,1.386667013168335,178200
2018-10-01,1.3066669702529907,1.3933329582214355,1.2966669797897339,1.3433330059051514,318600
2018-10-02,1.3266669511795044,1.3600000143051147,1.2666670083999634,1.2999999523162842,313500
2018-10-03,1.3200000524520874,1.3366669416427612,1.2766669988632202,1.3300000429153442,152100
2018-10-04,1.2933330535888672,1.3166669607162476,1.2533329725265503,1.3166669607162476,270300
2018-10-05,1.286666989326477,1.303333044052124,1.2633329629898071,1.2966669797897339,95700
2018-10-08,1.2466670274734497,1.2899999618530273,1.2366670370101929,1.2899999618530273,188100
2018-10-09,1.2300000190734863,1.2799999713897705,1.2066669464111328,1.2366670370101929,154800
2018-10-10,1.1533329486846924,1.309999942779541,1.1533329486846924,1.2333329916000366,359700
2018-10-11,1.1666669845581055,1.2066669464111328,1.0466669797897339,1.0499999523162842,341400
2018-10-12,1.1699999570846558,1.2533329725265503,1.0966670513153076,1.2533329725265503,234600
2018-10-15,1.226667046546936,1.2466670274734497,1.1666669845581055,1.1733330488204956,100500
2018-10-16,1.25,1.286666989326477,1.2166670560836792,1.2300000190734863,679200
2018-10-17,1.350000023841858,1.399999976158142,1.273332953453064,1.399999976158142,241800
2018-10-18,1.3533329963684082,1.3799999952316284,1.3066669702529907,1.3533329963684082,142200
2018-10-19,1.3266669511795044,1.386667013168335,1.3233330249786377,1.3333330154418945,112500
2018-10-22,1.3166669607162476,1.3566670417785645,1.309999942779541,1.3566670417785645,92700
2018-10-23,1.340000033378601,1.3566670417785645,1.2799999713897705,1.309999942779541,101400
2018-10-24,1.273332953453064,1.3466670513153076,1.273332953453064,1.340000033378601,127500
2018-10-25,1.2966669797897339,1.3666670322418213,1.2699999809265137,1.273332953453064,67500
2018-10-26,1.3133330345153809,1.3300000429153442,1.2766669988632202,1.2899999618530273,51600
2018-10-29,1.3166669607162476,1.3333330154418945,1.2999999523162842,1.3200000524520874,47400
2018-10-30,1.3333330154418945,1.3333330154418945,1.25,1.3166669607162476,113100
2018-10-31,1.3300000429153442,1.3333330154418945,1.3066669702529907,1.3333330154418945,146100
2018-11-01,1.3266669511795044,1.3333330154418945,1.3200000524520874,1.3266669511795044,87900
2018-11-02,1.3300000429153442,1.3333330154418945,1.3233330249786377,1.3266669511795044,177900
2018-11-05,1.3200000524520874,1.3300000429153442,1.3133330345153809,1.3266669511795044,137400
2018-11-06,1.3300000429153442,1.3333330154418945,1.3200000524520874,1.3233330249786377,298500
2018-11-07,1.3333330154418945,1.3333330154418945,1.2999999523162842,1.3333330154418945,152100
2018-11-08,1.3333330154418945,1.3366669416427612,1.3233330249786377,1.3366669416427612,423300
2018-11-09,1.3066669702529907,1.3433330059051514,1.2966669797897339,1.3433330059051514,229800
2018-11-12,1.3566670417785645,1.3600000143051147,1.303333044052124,1.3133330345153809,292200
2018-11-13,1.3300000429153442,1.3600000143051147,1.3166669607162476,1.3600000143051147,219000
2018-11-14,1.286666989326477,1.3266669511795044,1.2833329439163208,1.3166669607162476,104400
2018-11-15,1.2666670083999634,1.309999942779541,1.2400000095367432,1.2899999618530273,118500
2018-11-16,1.2699999809265137,1.2999999523162842,1.2566670179367065,1.2566670179367065,83100
2018-11-19,1.2533329725265503,1.3133330345153809,1.25,1.25,150900
2018-11-20,1.25,1.2699999809265137,1.25,1.2533329725265503,69900
2018-11-21,1.2466670274734497,1.2633329629898071,1.2400000095367432,1.2633329629898071,42000
2018-11-23,1.2699999809265137,1.2766669988632202,1.2400000095367432,1.2466670274734497,51300
2018-11-26,1.2699999809265137,1.303333044052124,1.2599999904632568,1.2699999809265137,55200
2018-11-27,1.2666670083999634,1.2766669988632202,1.2633329629898071,1.2766669988632202,67500
2018-11-28,1.286666989326477,1.2999999523162842,1.273332953453064,1.273332953453064,91800
2018-11-29,1.3133330345153809,1.3200000524520874,1.2833329439163208,1.2833329439163208,66300
2018-11-30,1.3066669702529907,1.3200000524520874,1.3066669702529907,1.3166669607162476,156900
2018-12-03,1.3300000429153442,1.3333330154418945,1.2666670083999634,1.2666670083999634,210600
2018-12-04,1.2899999618530273,1.3333330154418945,1.2766669988632202,1.3333330154418945,107100
2018-12-06,1.3233330249786377,1.3333330154418945,1.2899999618530273,1.2899999618530273,193200
2018-12-07,1.3166669607162476,1.3233330249786377,1.3066669702529907,1.3233330249786377,91500
2018-12-10,1.2333329916000366,1.3166669607162476,1.226667046546936,1.3166669607162476,175500
